iter	MAPE	RMSE
937	0.1625265308	1717.657211
938	0.1625554559	1717.394331
939	0.1625390006	1717.049525
940	0.1625296878	1716.80509
941	0.1625270061	1716.64972
942	0.1625222396	1716.55411
943	0.1625164124	1716.151193
944	0.162521812	1715.970997
945	0.1625063554	1715.632531
946	0.1623592974	1715.36668
947	0.1623567347	1715.073534
948	0.1623253579	1714.839933
949	0.1623032282	1714.540912
950	0.1622891369	1714.487674
951	0.1622791081	1714.202027
952	0.1622753287	1713.961206
953	0.1622499835	1713.66085
954	0.1622462515	1713.534808
955	0.1622028165	1713.321671
956	0.16219623	1713.105015
957	0.1622093158	1713.026868
958	0.1621215537	1712.817974
959	0.1620940534	1712.687904
960	0.1620617529	1712.608954
961	0.1620643971	1712.544811
962	0.1620197103	1712.213619
963	0.1620148907	1711.980156
964	0.1619915055	1711.763361
965	0.1619929006	1711.63679
966	0.1619441641	1711.32467
967	0.1619333932	1711.042177
968	0.1619188584	1710.757149
969	0.1618843902	1710.514406
970	0.1618421125	1710.322524
971	0.1618350838	1710.238679
972	0.1617069115	1710.077739
973	0.1617051572	1709.760336
974	0.1616913198	1709.561218
975	0.1616759761	1709.466983
976	0.1616569342	1709.354739
977	0.1616637426	1709.027673
978	0.1616532339	1708.855777
979	0.1616376427	1708.641553
980	0.1616436096	1708.524191
981	0.1616168901	1708.161091
982	0.1614292185	1707.821712
983	0.161419623	1707.605869
984	0.1614069467	1707.42472
985	0.1614543387	1707.240598
986	0.1614543058	1707.120182
987	0.1613941734	1706.927651
988	0.1613887747	1706.540933
989	0.1613399054	1706.22867
990	0.1613307617	1705.917934
991	0.161321185	1705.675123
992	0.1612894097	1705.382479
993	0.1612714923	1705.093587
994	0.1612026674	1704.787587
995	0.1611904313	1704.681302
996	0.1611878569	1704.60298
997	0.1610598315	1704.32765
998	0.1609521847	1704.062842
999	0.1610623043	1703.714485
